Transaction_ID,Date,Department_ID,Region_ID,Product_Category,Budget_Revenue,Actual_Revenue,Budget_Expense,Actual_Expense,Headcount,Status
TXN0000248,2026-11-05 00:00:00,D005,R002,Hardware,278258.34,314109.26,140143.69,188218.25,23,Completed
TXN0000249,2026-01-25 00:00:00,D008,R004, software ,160378.06,163080.43,142137.77,160793.29,78,Completed
TXN0000250,2026-02-26 00:00:00,D002,R002,Subscription,181372.35,192459.51,94309.81,96313.0,123,Cancelled
TXN0000251,2024-03-25 00:00:00,D009,R001,Support,97451.55,96136.39,49036.1,51894.21,120,Cancelled
TXN0000252,2026-10-23 00:00:00,D004,R001,Consulting,94689.66,89455.1,64185.17,75444.37,43,Completed
TXN0000253,2024-06-21 00:00:00,D008,R004,Hardware,266953.88,254362.79,161679.72,112019.98,134,Completed
TXN0000254,2026-06-18 00:00:00,D001,R001,Consulting,93009.26,92209.49,94256.22,84636.41,139,Cancelled
TXN0000255,2025-08-02 00:00:00,D010,R002,Hardware,238053.16,,195228.05,259177.94,104,Pending
TXN0000256,2025-11-16 00:00:00,D006,R003,Software,181847.23,196633.79,114727.22,136655.34,21,Completed
TXN0000257,2025-08-04 00:00:00,D002,R002,Consulting,116788.56,144265.32,65795.21,58501.58,69,Cancelled
TXN0000258,2024-10-16 00:00:00,D003,R003,Subscription,219218.77,279184.0,74113.8,71635.0,94,Completed
TXN0000259,2024-06-22 00:00:00,D007,R004,Support,94979.99,94378.35,62178.49,72126.94,84,Cancelled
TXN0000260,2024-09-18 00:00:00,D007,R004,Hardware,210151.83,247507.96,182290.42,216440.13,176,Cancelled
TXN0000261,2026-11-07 00:00:00,D002,R002,,129072.99,167211.86,60230.52,76319.56,97,Completed
TXN0000262,2025-11-30 00:00:00,D006,R003,Services,126678.86,128408.32,92974.55,112708.26,129,Completed
TXN0000263,2024-06-07 00:00:00,D004,R001,Services,146066.98,150285.69,120382.89,127697.97,80,Completed
TXN0000264,2026-12-14 00:00:00,D009,R001,Support,110893.99,101269.99,60924.0,57834.37,14,Completed
TXN0000265,2024-11-11 00:00:00,D010,R002,Consulting,111938.22,105958.81,,96982.27,46,Completed
TXN0000266,2026-06-15 00:00:00,D010,R002,Services,170155.11,165759.68,76706.95,57433.16,16,Pending
TXN0000267,2026-06-28 00:00:00,D006,R003,Services,136952.11,140997.44,90705.64,78553.33,161,Completed
TXN0000268,2025-09-25 00:00:00,D008,R004,Services,183519.49,203104.56,79564.95,77556.45,125,Completed
TXN0000269,2026-06-21 00:00:00,D006,R003,Subscription,116061.1,129938.37,108181.21,104408.98,123,Completed
TXN0000270,2024-11-27 00:00:00,D007,R004,Consulting,112304.43,129350.21,78244.14,85829.78,56,Cancelled
TXN0000271,2026-09-11 00:00:00,D003,R003,Software,213179.63,190234.22,120428.47,138477.9,100,Cancelled
TXN0000272,2024-09-12 00:00:00,D002,R002,Subscription,155098.68,178929.29,83473.52,92966.3,77,Completed
TXN0000273,2024-10-28 00:00:00,D003,R003,Subscription,127119.35,126590.2,87211.3,,116,Completed
TXN0000274,2024-02-24 00:00:00,D004,R001,Hardware,279932.61,349300.9,159634.83,218279.02,111,Completed
TXN0000275,2026-03-01 00:00:00,D007,R004,Services,170770.05,137947.08,92916.53,94759.94,25,Completed
TXN0000276,11/17/2025,D004,R005,Support,120530.3,111395.06,68580.54,63318.37,42,Completed
TXN0000277,2024-10-11 00:00:00,D001,R001,Consulting,132271.27,124257.57,74205.15,71101.64,125,Pending
TXN0000278,2025-06-08 00:00:00,D010,R005,Software,142094.69,130529.01,59448.19,60112.31,60,Completed
TXN0000279,2026-12-16 00:00:00,D009,R001,Subscription,207844.27,232631.24,83417.81,74494.13,113,Completed
TXN0000280,2024-04-07 00:00:00,D005,R002,Software,204821.0,261449.77,131594.02,114906.58,66,Pending
TXN0000281,2026-10-20 00:00:00,D010,R002,Software,151553.36,180864.18,95446.91,90003.98,157,Cancelled
TXN0000282,2025-05-10 00:00:00,D001,R001,Subscription,202989.43,150936.2,86095.82,87556.47,41,Completed
TXN0000283,2026-05-03 00:00:00,D007,R006,Services,158568.47,114544.44,81173.95,86986.84,52,Completed
TXN0000284,2026-12-13 00:00:00,D009,R001,Software,129373.51,142854.63,100688.67,125376.4,144,Cancelled
TXN0000285,2026-08-20 00:00:00,D009,R001,Consulting,131605.05,123529.39,59503.97,80895.96,16,Pending
TXN0000286,2026-01-01 00:00:00,D006,R003,Software,156199.23,172315.2,95739.56,100797.93,22,Completed
TXN0000287,2024-07-31 00:00:00,D004,R001,Support,96946.83,76517.07,61099.33,64343.81,153,Completed
TXN0000288,2024-12-24 00:00:00,D003,R006,Support,72631.35,68392.46,29292.12,40068.41,180,Pending
TXN0000289,2024-05-09 00:00:00,D008,R004,Services,80454.1,,71267.66,72355.84,122,Completed
TXN0000290,2024-03-26 00:00:00,D005,R002,Services,135391.01,107403.23,103698.32,116535.81,85,Completed
TXN0000291,2026-08-27 00:00:00,D009,R001,Subscription,146096.99,156930.51,76272.07,79177.2,69,Completed
TXN0000292,2025-11-10 00:00:00,D004,R001,Software,170545.31,224656.39,82487.84,94518.53,74,Completed
TXN0000293,2026-06-19 00:00:00,D006,R003,Consulting,120939.2,97038.36,114828.19,124060.87,103,Completed
TXN0000294,2026-01-22 00:00:00,D003,R003,Consulting,127548.58,136915.07,58510.54,70570.47,137,Completed
TXN0000295,2026-05-31 00:00:00,D002,,Software,165506.77,,132545.89,135449.21,159,Completed
TXN0000296,2024-06-12 00:00:00,D009,R001,Software,159148.99,180610.95,128127.31,145570.35,88,Completed
TXN0000297,2026-05-22 00:00:00,D005,R002,Support,74527.01,74614.2,58727.67,64770.94,47,Pending
TXN0000298,2025-12-23 00:00:00,D006,R003,Support,88709.81,109723.94,58980.87,62872.19,162,Pending
TXN0000299,2024-06-02 00:00:00,D005,R002,Software,173936.53,168570.78,127348.85,103085.25,176,Pending
TXN0000300,2024-11-23 00:00:00,D006,R003,Support,99390.06,82718.39,57867.01,65897.18,12,Completed
TXN0000301,2024-03-12 00:00:00,D010,R002,Consulting,128790.37,143103.37,92021.99,89822.62,37,Completed
TXN0000302,2026-01-11 00:00:00,D004,R001,Hardware,135974.55,127180.69,130898.53,147605.61,103,Cancelled
TXN0000303,2026-07-10 00:00:00,D001,R001,Support,103618.04,83556.47,59811.26,56585.73,99,Completed
TXN0000304,2024-10-08 00:00:00,D008,R004,Subscription,206522.82,225303.38,85358.59,88072.68,140,Completed
TXN0000305,2025-05-26 00:00:00,D007,R004,Hardware,235987.71,239771.42,144438.66,133994.56,34,Completed
TXN0000306,2024/08/29,D003,R003,Consulting,114546.11,108315.89,78446.1,88769.31,72,Completed
TXN0000307,2025-08-07 00:00:00,D008,R004,Subscription,185093.36,189796.84,70617.89,71708.91,130,Completed
TXN0000308,2026-07-14 00:00:00,D002,R002,Software,196650.61,230718.2,113160.64,135017.41,49,Pending
TXN0000309,2025-12-12 00:00:00,D002,R002,Hardware,236228.82,249235.37,139402.82,140720.69,21,Cancelled
TXN0000310,2024-11-18 00:00:00,D009,R001,Hardware,263840.39,259129.51,142207.16,138837.92,168,Completed
TXN0000311,2025-02-15 00:00:00,D006,R003,Software,190756.16,194450.52,113352.79,129213.71,40,Completed
TXN0000312,2024-09-22 00:00:00,D008,R006,Consulting,141623.24,97291.54,83482.87,111829.11,161,Completed
TXN0000313,2026-09-07 00:00:00,D002,R002,Support,81317.39,94837.24,62110.91,58701.6,139,Pending
TXN0000314,2024-09-13 00:00:00,D007,R004,Software,172759.7,130146.57,103852.02,94663.22,86,Completed
TXN0000315,2025-12-06 00:00:00,D008,R004,Subscription,129653.95,143515.15,"₹1,25,000",59887.23,37,Cancelled
TXN0000316,2026-06-05 00:00:00,D010,R002,Services,137367.88,158365.35,82704.02,63497.28,133,Completed
TXN0000317,2024-12-03 00:00:00,D002,R002,Hardware,183276.82,158868.73,150530.16,176016.03,46,Completed
TXN0000318,2025-08-04 00:00:00,D004,R001,Subscription,165459.95,161273.87,104415.06,95736.48,25,Completed
TXN0000319,2025-07-16 00:00:00,D004,R001,Subscription,174722.63,211249.61,109780.68,112318.76,37,Completed
TXN0000320,2024-12-11 00:00:00,D010,R002,Subscription,207230.98,,100686.64,102685.28,156,Cancelled
TXN0000321,2025-11-22 00:00:00,D003,R003,Subscription,222523.15,285108.69,87467.24,97942.79,149,Completed
TXN0000322,2025-06-26 00:00:00,D001,R001,Support,79913.08,71317.67,56712.55,55496.81,171,Completed
TXN0000323,2024-03-03 00:00:00,D010,R002,Support,83045.3,101235.25,48906.7,47745.73,132,Cancelled
TXN0000324,2026-09-16 00:00:00,D005,R002,hardware,160413.07,144858.99,162633.3,166402.46,67,Pending
TXN0000325,2024-05-02 00:00:00,D005,R002,Support,95170.63,94594.15,66795.96,66936.99,45,Pending
TXN0000326,2025-11-27 00:00:00,D007,R004,Services,145372.56,125231.14,74773.22,73350.21,160,Completed
TXN0000327,2025-12-08 00:00:00,D006,R003,Hardware,295287.15,371733.57,143592.67,117582.01,107,Completed
TXN0000328,2025-10-15 00:00:00,D006,R003,Software,121578.27,128430.44,82119.21,90163.34,66,Pending
TXN0000329,2024-10-15 00:00:00,D002,R002,Services,127826.86,126629.15,86996.38,79606.07,29,Completed
TXN0000330,2026-05-06 00:00:00,D005,R002,Subscription,152266.32,150915.08,77166.83,72069.65,68,Completed
TXN0000331,2025-10-02 00:00:00,D006,R003,Support,87873.64,72663.54,55676.3,55535.04,53,Completed
TXN0000332,2026-10-18 00:00:00,D008,R004,,100466.02,110035.05,93156.94,67781.97,83,Pending
TXN0000333,2026-11-01 00:00:00,D001,R001,Consulting,146445.57,149513.68,79491.43,70282.48,122,Completed
TXN0000334,2024-04-13 00:00:00,D004,R001,Software,178923.35,174972.53,106337.14,104618.92,77,Pending
TXN0000335,2026-08-21 00:00:00,D010,R002,Support,92589.67,96079.72,45956.46,53789.76,78,Cancelled
TXN0000336,2024-10-01 00:00:00,D001,R001,Consulting,110459.89,122090.39,97587.78,93597.34,72,Completed
TXN0000337,2024-04-14 00:00:00,D007,R004,Consulting,156330.47,179108.5,72959.43,86368.21,150,Cancelled
TXN0000338,2024-05-30 00:00:00,D004,R001,Hardware,251422.15,260508.56,104434.06,116190.65,103,Cancelled
TXN0000339,2024-08-31 00:00:00,D008,R004,Hardware,176797.73,174087.03,135469.11,123734.85,37,Completed
TXN0000340,2026-01-18 00:00:00,D007,R004,Hardware,271888.23,257073.97,177379.86,151420.23,41,Completed
TXN0000341,2024-03-23 00:00:00,D010,R002,Subscription,187787.73,187618.73,113264.39,112007.68,16,Completed
TXN0000342,2026-11-29 00:00:00,D003,R003,Consulting,106783.92,109515.34,81156.58,58452.26,121,Completed
TXN0000343,2025-11-02 00:00:00,D010,R002,Services,129003.08,91432.96,83509.31,87274.52,161,Completed
TXN0000344,2025-09-04 00:00:00,D003,R003,Subscription,176154.48,148907.18,85745.08,110266.86,156,Completed
TXN0000345,2026-09-30 00:00:00,D009,R001,Subscription,193785.99,247359.33,95322.85,95028.17,149,Completed
TXN0000346,2025-11-09 00:00:00,D008,R004,Hardware,157793.3,173039.44,118858.99,117537.46,177,Completed
TXN0000347,2024-02-24 00:00:00,D007,R004,Support,100336.43,97500.41,59407.43,56853.42,157,Pending
TXN0000348,2025-04-11 00:00:00,D005,R002,Subscription,155157.46,130077.34,83201.9,110854.94,18,Cancelled
TXN0000349,2026-02-17 00:00:00,D008,R004,Support,72621.56,63512.53,57105.37,59331.43,42,Completed
TXN0000350,2024-08-13 00:00:00,D001,R001,Support,107835.55,112630.56,72233.46,70555.7,53,Completed
TXN0000351,2026-04-25 00:00:00,D008,R004,Services,206637.45,191527.4,64559.6,85517.64,57,Pending
TXN0000352,2024-05-07 00:00:00,D009,R001,Consulting,149430.19,138821.41,77191.48,87726.89,40,Cancelled
TXN0000353,2026-09-06 00:00:00,D004,R001,Support,100069.46,129446.48,51747.43,45473.36,139,Pending
TXN0000354,2026-12-27 00:00:00,D006,R003,Consulting,150336.13,154827.64,75375.05,71880.1,92,Cancelled
TXN0000355,2025-06-25 00:00:00,D006,R003,Support,80350.29,84152.09,67095.06,66244.28,161,Pending
TXN0000356,2025-09-03 00:00:00,D004,R001,Hardware,217826.2,255389.45,,174888.15,62,Completed
TXN0000357,2026-09-28 00:00:00,D005,R002,support ,86803.12,101960.39,53668.8,46126.56,86,Pending
TXN0000358,2025-07-14 00:00:00,D006,R003,Support,100625.59,76497.23,56713.68,57663.96,78,Completed
TXN0000359,2026-03-19 00:00:00,D010,R002,Consulting,107610.25,104476.67,80949.76,81952.44,93,Completed
TXN0000360,2026-06-24 00:00:00,D005,R005,Hardware,257743.75,264124.59,156903.58,115964.41,172,Completed
TXN0000361,2025-07-09 00:00:00,D008,R004,Subscription,141525.33,157625.9,96219.68,113202.53,148,Completed
TXN0000362,2025-05-05 00:00:00,D003,R003,Support,95693.46,77881.6,64417.32,61490.19,67,Completed
TXN0000363,2024-04-17 00:00:00,D009,R001,Services,122985.51,112381.27,83034.55,73795.6,30,Pending
TXN0000364,2024-10-08 00:00:00,D006,R003,Software,180039.06,195470.48,95619.24,97044.21,6,Cancelled
TXN0000365,2026-09-04 00:00:00,D003,R003,Consulting,107694.3,127995.82,64570.78,83352.78,171,Completed
TXN0000366,2024-05-01 00:00:00,D005,R002,Support,85714.86,79073.43,37366.01,39844.54,27,Cancelled
TXN0000367,2024-03-17 00:00:00,D004,R001,Support,112042.67,92209.01,43482.38,50409.21,49,Pending
TXN0000368,2026-03-24 00:00:00,D003,R003,Software,238336.56,201247.26,131805.46,134112.13,131,Completed
TXN0000369,2025-09-03 00:00:00,D005,R002,Software,195433.99,198259.39,118896.27,122601.65,150,Cancelled
TXN0000370,2025-08-05 00:00:00,D002,R002,Hardware,218987.26,214375.28,103957.44,92366.2,121,Cancelled
TXN0000371,2026-10-29 00:00:00,D888,R001,Services,119275.02,84041.8,100246.02,105785.97,124,Completed
TXN0000372,2024-11-28 00:00:00,D004,R001,Hardware,252673.89,240830.23,124882.58,105144.97,122,Completed
TXN0000373,2025-01-30 00:00:00,D003,R006,Hardware,201141.65,238800.8,165285.83,189281.95,49,Cancelled
TXN0000374,2025-11-02 00:00:00,D007,R004,Subscription,171245.39,124812.79,88513.61,92455.88,27,Pending
TXN0000375,2026-09-04 00:00:00,D002,R002,Services,175853.25,132020.57,97596.53,90087.79,87,Completed
TXN0000376,2026-07-03 00:00:00,D001,R001,Services,142234.17,145682.49,87683.49,81254.68,73,Completed
TXN0000377,2024-01-24 00:00:00,D005,R002,Subscription,155983.95,190418.78,83517.27,79426.89,71,Completed
TXN0000378,2025-09-20 00:00:00,D004,R005,Consulting,112612.92,110346.68,61156.14,58232.9,45,Pending
TXN0000379,2025-09-28 00:00:00,D009,R001,Support,95293.27,91410.61,57644.17,60359.7,35,Completed
TXN0000380,2024-09-30 00:00:00,D006,R003,Services,156896.11,168417.77,70422.74,65947.31,127,Completed
TXN0000381,2026-02-04 00:00:00,D008,R004,Subscription,134953.7,137286.95,106206.26,106380.35,111,Cancelled
TXN0000382,2025-03-23 00:00:00,D008,R004,Support,84676.38,84823.69,60308.05,50866.27,68,Cancelled
TXN0000383,2026-01-10 00:00:00,D002,R002,Subscription,181335.74,129098.69,82609.72,77377.87,24,Cancelled
TXN0000384,2024-11-02 00:00:00,D002,R005,Subscription,86204.79,86081.52,87249.2,90665.25,47,Completed
TXN0000385,2025-02-24 00:00:00,D009,R001,Support,90363.95,98361.16,59814.65,60198.36,154,Pending
TXN0000386,2024-04-23 00:00:00,D002,R002,Consulting,134865.7,127440.75,76238.54,56690.86,121,Completed
TXN0000387,2024-04-28 00:00:00,D009,R001,Subscription,149803.63,108510.49,81740.13,85681.8,148,Pending
TXN0000388,2025-06-05 00:00:00,D005,R002,Consulting,97120.09,70750.27,58154.89,57146.49,5,Completed
TXN0000389,2024-05-10 00:00:00,D010,R006,Hardware,226864.33,246806.02,150659.71,142841.24,143,Completed
TXN0000390,2024-03-05 00:00:00,D002,R002,Consulting,122676.77,130141.81,56018.82,55599.78,78,Pending
TXN0000391,2026-05-10 00:00:00,D003,R003,Support,69585.33,68632.42,49576.02,44853.82,100,Pending
TXN0000392,2026-02-08 00:00:00,D008,R004,Consulting,99992.2,122893.73,78997.5,79861.49,25,Cancelled
TXN0000393,2024-08-30 00:00:00,D003,R003,Hardware,187890.04,224762.09,115824.19,113067.19,50,Cancelled
TXN0000394,2025-04-01 00:00:00,D007,R004,Support,84818.47,75026.48,56335.47,45158.52,5,Completed
TXN0000395,2026-05-18 00:00:00,D005,R002,Support,63955.89,63271.75,56625.72,58670.62,5000,Pending
TXN0000396,2024-11-13 00:00:00,D004,R001,Hardware,212856.49,200325.67,176850.08,171766.5,75,Completed
TXN0000397,2024-02-02 00:00:00,D002,R006,Subscription,147637.76,178748.34,98475.17,88321.97,66,Completed
TXN0000398,2026-07-03 00:00:00,D002,R002,Software,245587.63,204448.25,86008.14,90392.79,158,Completed
TXN0000399,2026-06-17 00:00:00,D004,R001,Consulting,110566.54,114165.33,81932.53,82097.6,64,Cancelled
TXN0000400,2024-10-13 00:00:00,D004,R001,Software,149011.46,155698.13,118314.35,136058.39,133,Completed
TXN0000401,2025-10-15 00:00:00,D004,R001,Support,69743.39,68051.24,60319.73,69952.63,152,Cancelled
TXN0000402,2026-12-03 00:00:00,D006,R003,Services,128994.66,126987.96,84100.6,86103.98,61,Pending
TXN0000403,2024-12-24 00:00:00,D005,R002,Subscription,,228077.91,87390.37,67677.76,165,Pending
TXN0000404,2026-02-19 00:00:00,D009,R001,Hardware,276216.28,301223.17,131070.17,176234.8,139,Completed
TXN0000405,2026-02-09 00:00:00,D007,R004,Hardware,192888.66,193803.67,163342.51,164314.1,52,Cancelled
TXN0000406,2025-09-07 00:00:00,D008,R004,Services,140359.68,126851.5,72026.42,54192.51,41,Pending
TXN0000407,2026-12-21 00:00:00,D001,R001,Consulting,127382.63,135468.69,83106.46,87579.03,39,Pending
TXN0000408,2024-06-10 00:00:00,D004,R001,Hardware,184408.15,210405.12,114136.72,153723.31,120,Completed
TXN0000409,2024-04-15 00:00:00,D002,R002,Services,136785.76,129772.36,105551.71,104677.02,73,Pending
TXN0000410,2025-01-20 00:00:00,D010,R002,Software,208735.15,173286.0,102594.59,91158.61,155,Cancelled
TXN0000411,2025-09-12 00:00:00,D004,R001,Hardware,237294.85,243280.75,154379.64,169015.16,8,Completed
TXN0000412,2026-09-07 00:00:00,D004,R001,Software,122373.76,124877.03,115625.87,81106.82,67,Cancelled
TXN0000413,2025-10-20 00:00:00,D004,R001,Services,122972.16,151315.78,85464.47,80063.38,77,Pending
TXN0000414,2025-09-23 00:00:00,D008,R004,Hardware,246903.18,246530.27,118347.98,132170.3,71,Completed
TXN0000415,2024-07-20 00:00:00,D009,R001,Consulting,151867.46,178564.53,64069.03,55616.07,125,Completed
TXN0000416,2024-04-03 00:00:00,D004,R001,Consulting,111556.02,118675.97,93296.02,95503.69,149,Completed
TXN0000417,2024-11-08 00:00:00,D003,R006,Hardware,187114.4,220905.52,157122.33,156260.58,55,Completed
TXN0000418,2026-10-19 00:00:00,D004,R001,Services,166509.08,187675.36,71426.38,73428.93,145,Completed
TXN0000419,2026-10-01 00:00:00,D005,R002,Consulting,138651.27,157845.62,73772.33,82918.39,122,Completed
TXN0000420,2026-09-27 00:00:00,D006,R003,Support,93727.15,102370.96,59380.14,66929.2,52,Cancelled
TXN0000421,2024-04-09 00:00:00,D001,R001,Software,161911.02,165075.43,90637.29,121255.79,6,Pending
TXN0000422,2024-05-19 00:00:00,D003,R003,Services,151535.88,187852.4,107773.1,104301.5,43,Completed
TXN0000423,2024-05-03 00:00:00,D004,R001,Hardware,247543.3,234186.01,164699.17,116512.63,163,Cancelled
TXN0000424,2024-01-14 00:00:00,D008,R004,Software,208848.41,208899.27,120123.61,153255.28,141,Cancelled
TXN0000425,2025-08-10 00:00:00,D007,R006,Subscription,180126.26,151934.76,96062.01,114421.06,9,Cancelled
TXN0000426,2024-08-07 00:00:00,D007,R004,Services,127933.3,133868.94,73266.25,86354.01,29,Cancelled
TXN0000427,2026-12-14 00:00:00,D003,R003,Subscription,179686.8,188104.63,70330.24,81395.97,69,Completed
TXN0000428,2026-02-03 00:00:00,D005,R002,Software,122449.98,111488.99,117192.29,119744.27,108,Pending
TXN0000429,2025-04-07 00:00:00,D010,R002,Support,79805.93,63511.98,68496.8,75015.14,81,Completed
TXN0000430,2026-02-11 00:00:00,D001,R001,Consulting,99878.2,82700.22,91027.47,90732.34,146,Pending
TXN0000431,2024-12-16 00:00:00,D001,R001,Support,108101.86,97965.24,67746.79,66964.47,26,Pending
TXN0000432,2024-07-14 00:00:00,D007,R004,Hardware,181835.15,182123.76,122794.1,unknown,140,Completed
TXN0000433,2026-08-31 00:00:00,D004,R001,Support,86267.51,84797.28,46866.75,47165.16,74,Completed
TXN0000434,03/08/2024,D002,R002,Hardware,160737.44,139766.08,129919.44,121498.1,50,Completed
TXN0000435,2024-10-22 00:00:00,D001,R001,Subscription,165969.3,172428.7,90998.56,79100.77,106,Completed
TXN0000436,2026-03-07 00:00:00,D005,R002,Services,182170.99,197645.07,103230.27,97261.57,178,Cancelled
TXN0000437,2024-10-13 00:00:00,D006,R003,Support,103264.2,106927.78,68533.8,67760.41,25,Cancelled
TXN0000438,2024-06-04 00:00:00,D006,R006,Services,153897.2,147450.41,89632.01,98090.22,92,Cancelled
TXN0000439,2025-10-30 00:00:00,D010,R002,Consulting,119838.71,129889.32,75471.32,73772.83,12,Completed
TXN0000440,2026-02-07 00:00:00,D008,R004,Hardware,264524.39,243155.18,137249.41,143100.62,115,Completed
TXN0000441,2025-08-27 00:00:00,D010,R002,Software,187299.98,212250.27,103496.33,94357.46,68,Completed
TXN0000442,2024-11-11 00:00:00,D002,R002,Consulting,164365.64,171712.7,92798.48,91743.51,104,Completed
TXN0000443,2025-09-23 00:00:00,D006,,Software,189532.86,195261.72,105874.42,73191.2,118,Completed
